total 28
drwxr-xr-x 4 dam dam 4096 oct 30 17:05 .
drwxrwxr-x 5 dam dam 4096 oct 28 17:17 ..
-rw-r--r-- 1 dam dam   37 sep 30 15:13 .gitignore
-rw-r--r-- 1 dam dam 2085 oct 23 16:53 pom.xml
-rw-r--r-- 1 dam dam 1490 oct  7 15:32 README.md
drwxr-xr-x 4 dam dam 4096 sep 30 16:13 src
drwxrwxr-x 7 dam dam 4096 oct 30 17:05 target
USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.0  23240 13736 ?        Ss   16:22   0:01 /sbin/init splash
avahi       1254  0.0  0.0   8424  1280 ?        S    16:22   0:00 avahi-daemon: chroot helper
syslog      1259  0.0  0.0 222508  6144 ?        Ssl  16:22   0:00 /usr/sbin/rsyslogd -n -iNONE
root        1820  0.0  0.0 340848 20408 ?        Ssl  16:22   0:00 /usr/sbin/NetworkManager --no-daemon
root        1826  0.0  0.0  17380  6016 ?        Ss   16:22   0:00 /usr/sbin/wpa_supplicant -u -s -O DIR=/run/wpa_supplicant GROUP=netdev
root        1852  0.0  0.0 318356 12076 ?        Ssl  16:22   0:00 /usr/sbin/ModemManager
root        1976  0.0  0.0      0     0 ?        S    16:22   0:00 [psimon]
root        1985  0.0  0.0  40696 12032 ?        Ss   16:22   0:00 /usr/sbin/cupsd -l
root        2003  0.0  0.1 2467792 48136 ?       Ssl  16:22   0:00 /usr/bin/containerd
colord      2018  0.0  0.0 323136 14628 ?        Ssl  16:22   0:00 /usr/libexec/colord
root        2030  0.0  0.0  88056 20608 ?        Ss   16:22   0:00 /usr/sbin/winbindd --foreground --no-process-group
root        2040  0.0  0.0  88856 15280 ?        S    16:22   0:00 winbindd: domain child [A108PC16]
cups-br+    2089  0.0  0.0 268636 20096 ?        Ssl  16:22   0:00 /usr/sbin/cups-browsed
root        2090  0.0  0.2 3615500 82832 ?       Ssl  16:22   0:01 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
root        2091  0.0  0.0   9812  7680 ?        Ss   16:22   0:00 socat -T 60 openssl-connect:server:789,cafile=/etc/epoptes/server.crt,openssl-no-sni,openssl-commonname="",interval=60,forever EXEC:bash -c \"exec -a epoptes-client sh\"
root        2101  0.0  0.0  12040  2688 ?        Ss   16:22   0:00 /usr/sbin/cron -f -P
root        2104  0.0  0.0   3008  2304 ?        Ss   16:22   0:00 /usr/sbin/rpc.idmapd
statd       2114  0.0  0.0   4560  1956 ?        Ss   16:22   0:00 /usr/sbin/rpc.statd
root        2117  0.0  0.0  43212  1812 ?        Ss   16:22   0:00 /usr/sbin/rpc.mountd
kernoops    2158  0.0  0.0  12744  2056 ?        Ss   16:22   0:00 /usr/sbin/kerneloops --test
root        2161  0.0  0.0 380088  6852 ?        SLsl 16:22   0:00 /usr/sbin/lightdm
kernoops    2163  0.0  0.0  12744  2072 ?        Ss   16:22   0:00 /usr/sbin/kerneloops
root        2169  0.0  0.0      0     0 ?        I    16:22   0:00 [lockd]
root        2171  0.0  0.0      0     0 ?        I<   16:22   0:00 [kworker/R-ipmi-]
root        2192  0.0  0.0      0     0 ?        I<   16:22   0:00 [kworker/R-iprt-]
root        2196  0.0  0.0      0     0 ?        S    16:22   0:00 [iprt-VBoxTscThread]
root        2213  1.7  0.4 1279436 139828 tty7   Ssl+ 16:22   0:46 /usr/lib/xorg/Xorg -core :0 -seat seat0 -auth /var/run/lightdm/root/:0 -nolisten tcp vt7 -novtswitch
root        2215  0.0  0.0      0     0 ?        I    16:22   0:00 [kworker/10:3-cgroup_destroy]
root        2217  0.0  0.0  11320  1920 tty1     Ss+  16:22   0:00 /sbin/agetty -o -p -- \u --noclear - linux
root        2222  0.0  0.0      0     0 ?        I    16:22   0:00 [nfsd]
root        2223  0.0  0.0      0     0 ?        I    16:22   0:00 [nfsd]
root        2224  0.0  0.0      0     0 ?        I    16:22   0:00 [nfsd]
root        2225  0.0  0.0      0     0 ?        I    16:22   0:00 [nfsd]
root        2226  0.0  0.0      0     0 ?        I    16:22   0:00 [nfsd]
root        2227  0.0  0.0      0     0 ?        I    16:22   0:00 [nfsd]
root        2228  0.0  0.0      0     0 ?        I    16:22   0:00 [nfsd]
root        2229  0.0  0.0      0     0 ?        I    16:22   0:00 [nfsd]
root        2296  0.0  0.0 228108 26620 ?        Ss   16:22   0:00 /usr/sbin/apache2 -k start
www-data    2309  0.0  0.0 228756 12624 ?        S    16:22   0:00 /usr/sbin/apache2 -k start
www-data    2310  0.0  0.0 228756 12624 ?        S    16:22   0:00 /usr/sbin/apache2 -k start
www-data    2311  0.0  0.0 228756 12624 ?        S    16:22   0:00 /usr/sbin/apache2 -k start
www-data    2312  0.0  0.0 228756 12624 ?        S    16:22   0:00 /usr/sbin/apache2 -k start
www-data    2313  0.0  0.0 228756 12624 ?        S    16:22   0:00 /usr/sbin/apache2 -k start
libvirt+    2357  0.0  0.0  11484  2092 ?        S    16:22   0:00 /usr/sbin/dnsmasq --conf-file=/var/lib/libvirt/dnsmasq/default.conf --leasefile-ro --dhcp-script=/usr/lib/libvirt/libvirt_leaseshelper
root        2358  0.0  0.0  11484  1068 ?        S    16:22   0:00 /usr/sbin/dnsmasq --conf-file=/var/lib/libvirt/dnsmasq/default.conf --leasefile-ro --dhcp-script=/usr/lib/libvirt/libvirt_leaseshelper
rtkit       2444  0.0  0.0  22940  3200 ?        SNsl 16:22   0:00 /usr/libexec/rtkit-daemon
root        2537  0.0  0.0 320172  9728 ?        Ssl  16:22   0:00 /usr/libexec/upowerd
root        3089  0.0  0.0 236236  9212 ?        Sl   16:22   0:00 lightdm --session-child 13 20
root        3192  0.0  0.0 1238360 13952 ?       Sl   16:22   0:00 /usr/bin/containerd-shim-runc-v2 -namespace moby -id 5df934926b0f1fcae370ac4d81a091d31014ed4fc6bbd199b02e9a4020afa491 -address /run/containerd/containerd.sock
root        3214  0.0  0.0 223476 29440 ?        Ss   16:22   0:00 apache2 -DFOREGROUND
root        3287  0.0  0.0 1745340 4224 ?        Sl   16:22   0:00 /usr/bin/docker-proxy -proto tcp -host-ip 0.0.0.0 -host-port 8000 -container-ip 172.24.0.2 -container-port 80 -use-listen-fd
root        3294  0.0  0.0 1671608 4352 ?        Sl   16:22   0:00 /usr/bin/docker-proxy -proto tcp -host-ip :: -host-port 8000 -container-ip 172.24.0.2 -container-port 80 -use-listen-fd
www-data    3329  0.0  0.0 223508  8576 ?        S    16:22   0:00 apache2 -DFOREGROUND
www-data    3330  0.0  0.0 223508  8576 ?        S    16:22   0:00 apache2 -DFOREGROUND
www-data    3331  0.0  0.0 223508  8576 ?        S    16:22   0:00 apache2 -DFOREGROUND
www-data    3332  0.0  0.0 223508  8576 ?        S    16:22   0:00 apache2 -DFOREGROUND
www-data    3333  0.0  0.0 223508  8576 ?        S    16:22   0:00 apache2 -DFOREGROUND
dam         3372  0.0  0.0  20624 11648 ?        Ss   16:23   0:00 /usr/lib/systemd/systemd --user
dam         3373  0.0  0.0  23244  3732 ?        S    16:23   0:00 (sd-pam)
dam         3383  0.0  0.0 118060 13824 ?        S<sl 16:23   0:00 /usr/bin/pipewire
dam         3385  0.0  0.0 100352  5888 ?        Ssl  16:23   0:00 /usr/bin/pipewire -c filter-chain.conf
dam         3386  0.0  0.0  40056 25716 ?        Ss   16:23   0:00 /usr/bin/python3 /usr/bin/powerline-daemon --foreground
dam         3387  0.0  0.1 570564 32748 ?        S<sl 16:23   0:00 /usr/bin/wireplumber
dam         3388  0.0  0.0 118652 16828 ?        S<sl 16:23   0:00 /usr/bin/pipewire-pulse
dam         3389  0.0  0.0 319488 10112 ?        SLsl 16:23   0:00 /usr/bin/gnome-keyring-daemon --foreground --components=pkcs11,secrets --control-directory=/run/user/1001/keyring
dam         3392  0.0  0.0  10428  5504 ?        Ss   16:23   0:00 /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
dam         3417  0.0  0.0 477956 14848 ?        Ssl  16:23   0:00 /usr/lib/x86_64-linux-gnu/cinnamon-session-binary --session cinnamon
